condition_concept_id,observation_concept_id,condition_concept_name,observation_concept_name,concept_seed_1,concept_seed_2
321074,321074,"Pre-existing hypertension complicating pregnancy, childbirth and puerperium","Pre-existing hypertension complicating pregnancy, childbirth and puerperium",334,6
4239381,4239381,Psychoactive substance abuse,Psychoactive substance abuse,334,6
4256228,4256228,Respiratory failure,Respiratory failure,1625,0
4286201,4286201,Schizoaffective disorder,Schizoaffective disorder,667,6
137053,137053,Seborrheic dermatitis,Seborrheic dermatitis,134,6
4083556,4083556,Seronegative rheumatoid arthritis,Seronegative rheumatoid arthritis,223,6
4233565,4233565,Severe protein-calorie malnutrition (Gomez: less than 60 percent of standard weight),Severe protein-calorie malnutrition (Gomez: less than 60 percent of standard weight),182,6
4276360,4276360,Undernutrition,Undernutrition,334,6
4147938,4147938,Uses depot contraception,Uses depot contraception,400,6
37108763,37108763,Vaccination needed,Vaccination needed,400,6
4093531,4093531,Absence of toe,Absence of toe,286,5
194081,194081,Acute cystitis,Acute cystitis,182,5
46273719,46273719,Acute hypercapnic respiratory failure,Acute hypercapnic respiratory failure,334,5
315564,315564,Aortic valve regurgitation,Aortic valve regurgitation,286,5
443563,443563,Arteriosclerosis of coronary artery bypass graft,Arteriosclerosis of coronary artery bypass graft,400,5
4003171,4003171,Benign neoplasm of meninges,Benign neoplasm of meninges,400,5
434626,434626,Borderline personality disorder,Borderline personality disorder,143,5
256451,256451,Bronchitis,Bronchitis,143,5
4067069,4067069,Callosity,Callosity,200,5
4084966,4084966,Candida infection of genital region,Candida infection of genital region,400,5
134668,134668,Chronic maxillary sinusitis,Chronic maxillary sinusitis,400,5
4188331,4188331,Chronic pulmonary edema,Chronic pulmonary edema,400,5
4307981,4307981,Clostridium difficile colitis,Clostridium difficile colitis,400,5
4305272,4305272,Contraception care,Contraception care,400,5
133228,133228,Dental caries,Dental caries,250,5
443587,443587,Diastolic heart failure,Diastolic heart failure,167,5
35622958,35622958,Disorder in remission,Disorder in remission,667,5
4028387,4028387,Disorder of integument,Disorder of integument,286,5
36717267,36717267,Ectasia of thoracic aorta,Ectasia of thoracic aorta,167,5
4116166,4116166,Elbow joint pain,Elbow joint pain,154,5
37017812,37017812,Environmental tobacco smoke exposure,Environmental tobacco smoke exposure,1000,5
27918,27918,Eosinophilic esophagitis,Eosinophilic esophagitis,400,5
45772937,45772937,Exacerbation of moderate persistent asthma,Exacerbation of moderate persistent asthma,286,5
433577,433577,Hammer toe,Hammer toe,400,5
1617701,1617701,"Has the electric, gas, oil, or water company threatened to shut off services in your home in past 12 months","Has the electric, gas, oil, or water company threatened to shut off services in your home in past 12 months",334,5
23325,23325,Heartburn,Heartburn,286,5
316866,316866,Hypertensive disorder,Hypertensive disorder,400,5
4124693,4124693,Hypertrophic cardiomyopathy,Hypertrophic cardiomyopathy,286,5
141375,141375,Hypertrophic condition of skin,Hypertrophic condition of skin,400,5
440320,440320,Infection caused by Escherichia coli,Infection caused by Escherichia coli,400,5
4208390,4208390,Inflammation of sacroiliac joint,Inflammation of sacroiliac joint,400,5
137977,137977,Jaundice,Jaundice,400,5
42528926,42528926,Lab test location performed [Type],Lab test location performed [Type],400,5
4001171,4001171,Liver cell carcinoma,Liver cell carcinoma,400,5
198520,198520,Lumbar spondylosis with myelopathy,Lumbar spondylosis with myelopathy,400,5
439082,439082,Menopausal syndrome,Menopausal syndrome,334,5
2106289,2106289,"Most recent diastolic blood pressure greater than or equal to 90 mm Hg (HTN, CKD, CAD) (DM)","Most recent diastolic blood pressure greater than or equal to 90 mm Hg (HTN, CKD, CAD) (DM)",400,5
2106284,2106284,"Most recent systolic blood pressure greater than or equal to 140 mm Hg (HTN, CKD, CAD) (DM)","Most recent systolic blood pressure greater than or equal to 140 mm Hg (HTN, CKD, CAD) (DM)",200,5
374313,374313,Neoplasm of uncertain behavior of soft tissues,Neoplasm of uncertain behavior of soft tissues,334,5
4086701,4086701,No abnormality detected - examination result,No abnormality detected - examination result,400,5
4053604,4053604,Open wound of lower leg,Open wound of lower leg,400,5
4242103,4242103,Osteoarthrosis of the carpometacarpal joint of the thumb,Osteoarthrosis of the carpometacarpal joint of the thumb,400,5
765131,765131,Pain in left foot,Pain in left foot,56,5
43054908,43054908,"Pediatric systolic blood pressure percentile [Per age, sex and height]","Pediatric systolic blood pressure percentile [Per age, sex and height]",400,5
139750,139750,Primary malignant neoplasm of skin,Primary malignant neoplasm of skin,400,5
200687,200687,Renal disorder due to type 1 diabetes mellitus,Renal disorder due to type 1 diabetes mellitus,400,5
4088034,4088034,Repeat prescription monitoring status,Repeat prescription monitoring status,250,5
197006,197006,Residual hemorrhoidal skin tags,Residual hemorrhoidal skin tags,334,5
35624213,35624213,Secondary cataract,Secondary cataract,400,5
196236,196236,Septic shock,Septic shock,286,5
4061844,4061844,Skin changes due to chronic exposure to non-ionizing radiation,Skin changes due to chronic exposure to non-ionizing radiation,334,5
43530727,43530727,Spontaneous cerebral hemorrhage,Spontaneous cerebral hemorrhage,286,5
36712695,36712695,Suspected fetal abnormality affecting management of mother,Suspected fetal abnormality affecting management of mother,286,5
46235357,46235357,Total score [AUDIT-C],Total score [AUDIT-C],334,5
4111412,4111412,"Tricuspid incompetence, non-rheumatic","Tricuspid incompetence, non-rheumatic",400,5
45768965,45768965,Uncomplicated severe persistent asthma,Uncomplicated severe persistent asthma,223,5
4207158,4207158,Uses IUD (intrauterine device) contraception,Uses IUD (intrauterine device) contraception,400,5
197236,197236,Uterine leiomyoma,Uterine leiomyoma,250,5
141095,141095,Acne,Acne,500,4
4296653,4296653,Acute ST segment elevation myocardial infarction,Acute ST segment elevation myocardial infarction,500,4
436075,436075,Adjustment disorder with anxious mood,Adjustment disorder with anxious mood,500,4
2101942,2101942,"Advance Care Planning discussed and documented in the medical record, patient did not wish or was not able to name a surrogate decision maker or provide an advance care plan (DEM) (GER, Pall Cr)","Advance Care Planning discussed and documented in the medical record, patient did not wish or was not able to name a surrogate decision maker or provide an advance care plan (DEM) (GER, Pall Cr)",286,4
4320803,4320803,Anomaly of chromosome pair 21,Anomaly of chromosome pair 21,500,4
725112,725112,"Anticoagulant management for a patient taking warfarin, must include review and interpretation of a new home, office, or lab international normalized ratio (INR) test result, patient instructions, dosage adjustment (as needed), and scheduling of additional test(s), when performed","Anticoagulant management for a patient taking warfarin, must include review and interpretation of a new home, office, or lab international normalized ratio (INR) test result, patient instructions, dosage adjustment (as needed), and scheduling of additional test(s), when performed",167,4
314054,314054,Aortic valve disorder,Aortic valve disorder,400,4
138102,138102,Benign neoplasm of skin,Benign neoplasm of skin,667,4
439674,439674,Chronic viral hepatitis B without delta-agent,Chronic viral hepatitis B without delta-agent,500,4
2101897,2101897,"Current tobacco non-user (CAD, CAP, COPD, PV) (DM) (IBD)","Current tobacco non-user (CAD, CAP, COPD, PV) (DM) (IBD)",100,4
201820,201820,Diabetes mellitus,Diabetes mellitus,500,4
373474,373474,Diplopia,Diplopia,223,4
193165,193165,Disorder of adrenal gland,Disorder of adrenal gland,250,4
200452,200452,Disorder of female genital organs,Disorder of female genital organs,500,4
45770886,45770886,Disorder of plasma protein metabolism,Disorder of plasma protein metabolism,500,4
4138760,4138760,Exacerbation of intermittent asthma,Exacerbation of intermittent asthma,500,4
40757770,40757770,"Feeling down, depressed or hopeless in last 2 weeks.frequency [Reported PHQ-9 CMS]","Feeling down, depressed or hopeless in last 2 weeks.frequency [Reported PHQ-9 CMS]",250,4
43530690,43530690,Foot ulcer due to type 2 diabetes mellitus,Foot ulcer due to type 2 diabetes mellitus,134,4
26942,26942,Hemoglobin SS disease with crisis,Hemoglobin SS disease with crisis,250,4
3026671,3026671,History of Alcohol use Narrative,History of Alcohol use Narrative,500,4
40770405,40770405,History of Procedure,History of Procedure,286,4
40758549,40758549,Hours after meal [Time],Hours after meal [Time],286,4
319034,319034,Hypertensive heart disease without congestive heart failure,Hypertensive heart disease without congestive heart failure,286,4
78474,78474,Hypertrophy of breast,Hypertrophy of breast,500,4
4098611,4098611,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,500,4
197675,197675,Incontinence of feces,Incontinence of feces,400,4
4044935,4044935,Indication of,Indication of,223,4
4043371,4043371,Inflammatory disorder of digestive tract,Inflammatory disorder of digestive tract,500,4
194993,194993,Intestinal malabsorption,Intestinal malabsorption,286,4
4057826,4057826,Irritable bowel syndrome with diarrhea,Irritable bowel syndrome with diarrhea,500,4
3002314,3002314,Last menstrual period start date,Last menstrual period start date,334,4
81379,81379,Lateral epicondylitis,Lateral epicondylitis,500,4
46271893,46271893,Long-term current use of immunosuppressive drug,Long-term current use of immunosuppressive drug,400,4
4321437,4321437,Medication education,Medication education,334,4
4172970,4172970,Nontraumatic rotator cuff tear,Nontraumatic rotator cuff tear,500,4
73819,73819,Pain of breast,Pain of breast,167,4
3016379,3016379,Pathologist name,Pathologist name,500,4
192680,192680,Portal hypertension,Portal hypertension,500,4
195321,195321,Postmenopausal bleeding,Postmenopausal bleeding,400,4
4167493,4167493,Pregnancy-induced hypertension,Pregnancy-induced hypertension,500,4
2101910,2101910,Presence or absence of urinary incontinence assessed (GER),Presence or absence of urinary incontinence assessed (GER),500,4
4247719,4247719,Primary malignant neoplasm of ascending colon,Primary malignant neoplasm of ascending colon,667,4
432845,432845,Primary malignant neoplasm of central portion of female breast,Primary malignant neoplasm of central portion of female breast,200,4
46286594,46286594,Problem related to lifestyle,Problem related to lifestyle,500,4
4117686,4117686,Rheumatoid arthritis of multiple joints,Rheumatoid arthritis of multiple joints,500,4
4244078,4244078,"Schizoaffective disorder, bipolar type","Schizoaffective disorder, bipolar type",400,4
42742432,42742432,Screening for depression performed (DEM),Screening for depression performed (DEM),500,4
3001034,3001034,Specimen site Narrative,Specimen site Narrative,500,4
135526,135526,Spinal cord disease,Spinal cord disease,500,4
4059290,4059290,Steatosis of liver,Steatosis of liver,3250,0
437969,437969,Talipes planus,Talipes planus,500,4
26662,26662,Testicular hypofunction,Testicular hypofunction,106,4
138387,138387,Thyrotoxicosis,Thyrotoxicosis,500,4
40758326,40758326,Transfusion status Qualitative,Transfusion status Qualitative,400,4
42539698,42539698,Transplanted lung present,Transplanted lung present,182,4
4149369,4149369,Uses spermicidal contraception,Uses spermicidal contraception,500,4
439935,439935,Abnormal posture,Abnormal posture,400,3
77963,77963,Achilles tendinitis,Achilles tendinitis,667,3
380111,380111,Acute atopic conjunctivitis,Acute atopic conjunctivitis,250,3
40480602,40480602,Acute on chronic systolic heart failure,Acute on chronic systolic heart failure,106,3
443558,443558,Allergic rhinitis caused by animal dander,Allergic rhinitis caused by animal dander,1000,3
378419,378419,Alzheimer's disease,Alzheimer's disease,334,3
441258,441258,Anemia in neoplastic disease,Anemia in neoplastic disease,400,3
4145825,4145825,Anorectal disorder,Anorectal disorder,250,3
37110250,37110250,Atherosclerosis of artery of lower limb,Atherosclerosis of artery of lower limb,154,3
4130023,4130023,Atrophy of thyroid - acquired,Atrophy of thyroid - acquired,250,3
374367,374367,Bilateral hearing loss,Bilateral hearing loss,667,3
759853,759853,Cellulitis of right lower limb,Cellulitis of right lower limb,667,3
4177862,4177862,Chronic hypoxemic respiratory failure,Chronic hypoxemic respiratory failure,286,3
40217297,40217297,"Clinical decision support mechanism stanson, as defined by the medicare appropriate use criteria program","Clinical decision support mechanism stanson, as defined by the medicare appropriate use criteria program",250,3
195575,195575,Crohn's disease of small and large intestines,Crohn's disease of small and large intestines,286,3
196738,196738,Disorder of male genital organ,Disorder of male genital organ,667,3
2102074,2102074,Functional status assessed (COA) (RA),Functional status assessed (COA) (RA),334,3
45884038,45884038,Heavy tobacco smoker,Heavy tobacco smoker,500,3
261687,261687,Hemoptysis,Hemoptysis,250,3
4188155,4188155,Hernia of anterior abdominal wall,Hernia of anterior abdominal wall,334,3
4057044,4057044,Injury of muscle and tendon at neck level,Injury of muscle and tendon at neck level,1000,3
315085,315085,Lymphadenopathy,Lymphadenopathy,667,3
141232,141232,Malignant melanoma of skin,Malignant melanoma of skin,667,3
439795,439795,Minimal cognitive impairment,Minimal cognitive impairment,334,3
4098458,4098458,Moderate protein-calorie malnutrition (weight for age 60-74 percent of standard),Moderate protein-calorie malnutrition (weight for age 60-74 percent of standard),667,3
40481872,40481872,Multigravida of advanced maternal age,Multigravida of advanced maternal age,84,3
4200520,4200520,Neck swelling,Neck swelling,400,3
45766207,45766207,Non-rheumatic mitral valve stenosis with regurgitation,Non-rheumatic mitral valve stenosis with regurgitation,334,3
4031164,4031164,Non-scarring alopecia,Non-scarring alopecia,2171,0
73819,73819,Pain of breast,Pain of breast,286,3
2101943,2101943,Pain severity quantified; pain present (COA) (ONC),Pain severity quantified; pain present (COA) (ONC),334,3
196360,196360,Primary malignant neoplasm of bladder,Primary malignant neoplasm of bladder,667,3
440956,440956,Primary malignant neoplasm of upper inner quadrant of female breast,Primary malignant neoplasm of upper inner quadrant of female breast,667,3
4300515,4300515,Respiratory function,Respiratory function,3250,0
435829,435829,Rheumatic disease of heart valve,Rheumatic disease of heart valve,250,3
4036084,4036084,Snuff use,Snuff use,100,3
4111921,4111921,Squamous cell carcinoma of skin,Squamous cell carcinoma of skin,667,3
4306292,4306292,Upper abdominal pain,Upper abdominal pain,667,3
36661383,36661383,Whether patient resides in a congregate care setting,Whether patient resides in a congregate care setting,667,3
37109843,37109843,Absence of lower limb,Absence of lower limb,223,2
141816,141816,Acute lymphoid leukemia in remission,Acute lymphoid leukemia in remission,500,2
312327,312327,Acute myocardial infarction,Acute myocardial infarction,334,2
40480603,40480603,Acute systolic heart failure,Acute systolic heart failure,286,2
441482,441482,Administrative reason for encounter,Administrative reason for encounter,125,2
256439,256439,Allergic rhinitis caused by pollen,Allergic rhinitis caused by pollen,167,2
4338120,4338120,Altered bowel function,Altered bowel function,500,2
440424,440424,Aphasia,Aphasia,1000,2
4115173,4115173,Atrial premature complex,Atrial premature complex,286,2
443344,443344,Barrett's esophagus,Barrett's esophagus,286,2
4023310,4023310,Blindness AND/OR vision impairment level,Blindness AND/OR vision impairment level,1000,2
256449,256449,Bronchiectasis,Bronchiectasis,2171,0
40479192,40479192,Chronic systolic heart failure,Chronic systolic heart failure,1625,0
31821,31821,Disorder of endocrine system,Disorder of endocrine system,1000,2
73008,73008,Enthesopathy,Enthesopathy,400,2
4197819,4197819,Fibrosis of lung,Fibrosis of lung,936,0
4166231,4166231,Genetic predisposition,Genetic predisposition,125,2
444267,444267,"Gestation period, 35 weeks","Gestation period, 35 weeks",500,2
4231770,4231770,Hereditary thrombophilia,Hereditary thrombophilia,667,2
443410,443410,Infective pneumonia,Infective pneumonia,1000,2
444131,444131,Injury of lower leg,Injury of lower leg,500,2
4001664,4001664,Intrahepatic bile duct carcinoma,Intrahepatic bile duct carcinoma,500,2
4150299,4150299,Localization-related idiopathic epilepsy,Localization-related idiopathic epilepsy,250,2
36713107,36713107,Lumbar spondylolisthesis,Lumbar spondylolisthesis,182,2
4204047,4204047,Neurological symptom,Neurological symptom,1000,2
372629,372629,Nonexudative age-related macular degeneration,Nonexudative age-related macular degeneration,1000,2
135287,135287,Non-neoplastic nevus,Non-neoplastic nevus,2000,2
3661408,3661408,Pneumonia caused by SARS-CoV-2,Pneumonia caused by SARS-CoV-2,819,0
4084229,4084229,Primary gout,Primary gout,1000,2
376647,376647,Primary malignant neoplasm of soft tissues,Primary malignant neoplasm of soft tissues,400,2
46234710,46234710,Symptom,Symptom,200,2
4127117,4127117,Varicose ulcer of lower extremity,Varicose ulcer of lower extremity,250,2
140641,140641,Verruca vulgaris,Verruca vulgaris,223,2
4104431,4104431,Alcohol intoxication,Alcohol intoxication,334,1
4098292,4098292,Antiphospholipid syndrome,Antiphospholipid syndrome,500,1
3015556,3015556,Blood bank comment,Blood bank comment,667,1
3011011,3011011,Blood product unit [Identifier],Blood product unit [Identifier],334,1
29735,29735,Candidiasis of mouth,Candidiasis of mouth,334,1
377910,377910,Deviated nasal septum,Deviated nasal septum,200,1
4302537,4302537,Digestive system finding,Digestive system finding,400,1
442558,442558,"Gestation period, 32 weeks","Gestation period, 32 weeks",1000,1
437541,437541,Glaucoma,Glaucoma,182,1
4297894,4297894,Greater trochanteric pain syndrome,Greater trochanteric pain syndrome,1000,1
139099,139099,Ingrowing nail,Ingrowing nail,286,1
45768480,45768480,Longstanding persistent atrial fibrillation,Longstanding persistent atrial fibrillation,667,1
4185711,4185711,Loss of sense of smell,Loss of sense of smell,2171,0
380097,380097,Macular edema due to diabetes mellitus,Macular edema due to diabetes mellitus,400,1
35624757,35624757,Neutropenia due to and following chemotherapy,Neutropenia due to and following chemotherapy,400,1
4108814,4108814,Pericardial effusion - noninflammatory,Pericardial effusion - noninflammatory,334,1
75897,75897,Polyarthropathy,Polyarthropathy,1000,1
136934,136934,Primary hyperparathyroidism,Primary hyperparathyroidism,667,1
43530714,43530714,Sensory disorder of smell and/or taste,Sensory disorder of smell and/or taste,1625,0
139900,139900,Urticaria,Urticaria,2000,1
46236895,46236895,Whether the patient was hospitalized for condition of interest,Whether the patient was hospitalized for condition of interest,667,1
376707,376707,Acute conjunctivitis,Acute conjunctivitis,2000,0
441542,441542,Anxiety,Anxiety,286,0
4309063,4309063,Behavior finding,Behavior finding,667,0
4134120,4134120,Cerebral palsy,Cerebral palsy,334,0
434490,434490,Chill,Chill,500,0
4165998,4165998,Generalized enlarged lymph nodes,Generalized enlarged lymph nodes,2000,0
4033837,4033837,Melanocytic nevus of trunk,Melanocytic nevus of trunk,500,0
435988,435988,"Motor vehicle accident, driver","Motor vehicle accident, driver",106,0
4301699,4301699,Neuropathy,Neuropathy,250,0
4202045,4202045,Postviral fatigue syndrome,Postviral fatigue syndrome,1625,0
200527,200527,Splenomegaly,Splenomegaly,334,0
45773394,45773394,Surveillance of oral contraception,Surveillance of oral contraception,400,0
